Month,Type,Brand,Model,Amount
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MINI,,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MITSUBISHI,ATTRAGE,361
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MITSUBISHI,MIRAGE,331
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MITSUBISHI,OUTLANDER PHEV,12
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MITSUBISHI,PAJERO SPORT,611
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MITSUBISHI,TRITON,740
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MITSUBISHI,XPANDER,1218
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MITSUBISHI,,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NETA,NETA V,555
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,ALMERA,618
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,GT-R PREMIUM EDITION T-SPEC,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,GT-R RECARO 3.8L V6,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,KICKS,840
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,LEAF,5
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,MARCH,25
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,NAVARA,122
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,NOTE,10
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,SYLPHY,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,TDWARFZE12EHA-----,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,TEANA,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,TERRA,113
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,NISSAN,X-TRAIL,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ORA,GOOD CAT,494
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PEUGEOT,2008 P24 BG,10
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PEUGEOT,3008 P84 BG,22
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PEUGEOT,5008 P87 BG,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,718 BOXSTER PDK,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,718 CAYMAN,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,718 CAYMAN GT4 RS,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,911 CARRERA,3
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,911 CARRERA 4S,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,911 CARRERA COUPE PDK,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,911 CARRERA GTS,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,911 CARRERA S,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,911 TARGA 4 GTS,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,911 TARGA 4 GTS 50 YEARS,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,911 TURBO S,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,CAYENNE E-HYBRID,10
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,CAYENNE E-HYBRID COUPE,14
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,CAYENNE E-HYBRID COUPE P.,5
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,CAYENNE E-HYBRID P.E.,3
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,CAYENNE E-HYBRID PLATINUM,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,CAYENNE GTS COUPE,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,MACAN,10
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,MACAN 2.0 PDK,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,MACAN S,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,MACAN T,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,PANAMERA 4 E-HYBRID,3
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,PANAMERA 4 E-HYBRID 10YR,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,PANAMERA 4 E-HYBRID EXEC.,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,PANAMERA 4 E-HYBRID EXECUTIVE,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,PANAMERA 4 E-HYBRID P.E.,8
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,PANAMERA 4 E-HYBRID S.T.,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,PANAMERA 4 E-HYBRID SPORT,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,PANAMERA 4S E-HYBRID,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,TAYCAN,5
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,TAYCAN 4S,8
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PORSCHE,TAYCAN GTS,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,PROTON,EXORA,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ROLLS-ROYCE,Ghost Extended,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ROLLS-ROYCE,Ghost Extended Wheelbase,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ROLLS-ROYCE,GHOST,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ROLLS-ROYCE,GHOST BLACK BADGE,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUBARU,FORESTER 2.0i-S,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUBARU,FORESTER 2.0i-S ES,205
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUBARU,OUTBACK 2.5i-T EyeSight,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUBARU,WRX 4D 2.4 EyeSight AWD CVT,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUBARU,XV 2.0i-P,3
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUBARU,XV 2.0i-P ES,35
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,CELERIO GA 1.0L,59
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,CELERIO GL 1.0L,171
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,CELERIO GX 1.0L,59
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,CIAZ GL CVT,61
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,CIAZ GL MT,7
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,CIAZ GLX CVT,5
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,CIAZ RS CVT,10
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,ERTIGA GL 1.5L,5
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,ERTIGA GX 1.5L,37
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,JIMNY 1.5L 4AT,3
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,JIMNY SIERRA,3
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,JIMNY SIERRA JC 1.5L,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,SPACIA CUSTOM HYBRID XS TURBO,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,SPACIA GEAR HYBRID XZ TURBO,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,SWIFT GL 1.2L CVT,88
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,SWIFT GL MAX EDITION,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,SWIFT GL PLUS 1.2L CVT,341
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,SWIFT GLX 1.25L CVT,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,SWIFT GLX 1.2L CVT,207
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,SWIFT GLX-Navi 1.2L CVT,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,SUZUKI,XL7 1.5L,144
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TESLA,Model Y Rear-Wheel Drive,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TESLA,MODEL 3 LONG RANGE,4
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TESLA,MODEL 3 STANDARD,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TESLA,MODEL 3 STANDARD PLUS,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TESLA,MODEL 3 STANDARD RANGE PLUS,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TESLA,MODEL Y LONG RANGE,20
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TESLA,MODEL Y LONG RANGE DUAL MOTOR,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TESLA,MODEL Y PERFORMANCE,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TESLA,MODEL Y STANDARD RANGE,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD,18
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5 HYBRID G F,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5 HYBRID G F PACKAGE,10
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5 HYBRID S E-FOUR,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5 HYBRID S TYPE GOLD,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5 HYBRID SR C,5
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5 HYBRID SRC PACKAGE,22
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5 HYBRID X E-FOUR,9
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5 SC PACKAGE,91
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5L SC PACKAGE,38
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5S,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,"ALPHARD 2.5S ""TYPE GOLD III""",2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,"ALPHARD 2.5S ""TYPE GOLD""",1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5X,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD 2.5X SIDE LIFT UP SEAT,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD HYBRID GF 2.5L,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD HYBRID GF PACKAGE,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD HYBRID GF PACKAGE 2.5L,2
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD HYBRID S TYPE GOLD III,1
01/2023,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,TOYOTA,ALPHARD HYBRID SR C,1
